pcn,item,mpn,current_onhand,corrected_onhand,phantom_removed,relabel_adjt_count,relabel_units,loc_to,mfg_qty
28036,7144l-155,FBMH1608HM601-T,100,0,100,1,100,MFG Floor,100
12537,ACI-7002,CF12JT3K30,200,100,100,1,100,MFG Floor,0
863,6590L-A-13,RC0805FR-074K7L,100,0,100,1,100,MFG Floor,100
23869,8037-175,EEE-1AA101WR,100,0,100,1,100,MFG Floor,100
44376,8740L-10,RBC14-14,100,0,100,1,100,MFG Floor,0
43856,ACI-10437,MVS-1310-(3.50),200,100,100,1,100,2105403,0
1888,8766L-30,2N7002,100,0,100,1,100,MFG Floor,100
3093,8035-8,BSS138,100,0,100,1,100,MFG Floor,100
19494,6519l-2-13,ICL7660SCBAZ-T,100,0,100,1,100,MFG Floor,100
26429,8439l-40,C0402C100K5GACTU,200,100,100,1,100,1301507,0
11662,7144L-30,ERJ-3EKF1002V,100,0,100,1,100,MFG Floor,100
15368,8594l-180,SMAJ58A-13-F,100,0,100,3,150,1502801,0
20353,8135L-100,RMCF0603FT200R,100,0,100,1,100,MFG Floor,100
20397,6753L-35,1N4148WS-E3-08,100,0,100,1,100,MFG Floor,100
25353,8747L-65,RC0603FR-071KL,100,0,100,1,100,MFG Floor,100
31526,6519l-2-11,SMAZ6V2-13F,100,0,100,1,100,MFG Floor,100
3026,6970-G1-13,FCX558TA,100,0,100,1,100,MFG Floor,100
1783,6970-G1-5,C1206C105K3RACTU,100,0,100,1,100,MFG Floor,100
16013,8311M-3-85,MMBF170,100,0,100,1,100,MFG Floor,100
30568,7143L-9,GRM31CR61E106MA12L,100,0,100,1,100,MFG Floor,100
17207,7143L-8,LMK212BJ106KG-T,100,0,100,1,100,MFG Floor,100
1975,8161-60,BAT1000-7-F,100,0,100,1,100,MFG Floor,100
43427,6779ML-104,273-2.7K-RC,200,100,100,1,100,1501601,0
9019,6008-1,UF4004,100,0,100,1,100,MFG Floor,100
40241,8003-2,185104J63RAA-F,100,0,100,1,100,MFG Floor,100
23173,8080L-1-20,C0603C101J5GACTU,100,0,100,1,100,MFG Floor,100
16485,8037-190,MBR0530,100,0,100,1,100,MFG Floor,100
29513,7144l-115,ERJ-3EKF1003V,100,0,100,1,100,MFG Floor,100
17813,8245L-190,BSS138W-TP,200,100,100,1,100,MFG Floor,100
42353,8746L-10,P10-10R-D,100,0,100,2,100,MFG Floor,50
33050,7584-40,245602670001829H+,100,0,100,1,100,MFG Floor,100
2267,6590L-A-9,C0805C473K5RACTU,100,0,100,1,100,MFG Floor,100
3452,8582ML-80,UMK107AB7105KA-T,100,0,100,1,100,MFG Floor,100
8998,8080L-150,6A05-T,100,0,100,1,100,MFG Floor,100
16538,8245L-10,CL05B103KA5NNNC,200,100,100,1,100,MFG Floor,100
794,6948l-4,ERJ-6GEYJ104V,100,0,100,1,100,MFG Floor,100
19089,8349M-410,ERJ-3EKF7501V,100,0,100,1,100,MFG Floor,100
24484,6948L-17,FM4001,100,0,100,1,100,MFG Floor,100
13669,8311M-3-100,ERJ-3EKF5621V,100,0,100,1,100,MFG Floor,100
16672,6802-10,C1608X7R1H104K080AE,100,0,100,1,100,MFG Floor,100
7006,7124-3,C0603C103J5RACTU,100,0,100,1,100,MFG Floor,100
40776,5684L-3,1N4003-T,100,0,100,1,100,MFG Floor,100
27001,6519L-2-11,SMAZ6V2-13F,100,0,100,1,100,MFG Floor,0
1761,8488l-410,RCWCTE,200,100,100,1,100,1403002,0
4957,8025-63,RC0805FR-0730K1L,1000,900,100,1,100,MFG Floor,100
20998,6753L-3,TMK212BJ475KG-T,100,0,100,1,100,MFG Floor,100
8954,6971ML-1,MF1/4DCT52R2702F,100,0,100,1,100,MFG Floor,100
2328,6588-18,APT2012SRCPRV,100,0,100,1,100,MFG Floor,100
6606,6457-7,DS8921M/NOPB,100,0,100,1,100,MFG Floor,100
37721,7946l-65,C0603C470J5GACTU,99,0,99,1,100,1502101,0
4120,8100L-105,ERJ-3EKF4992V,98,0,98,1,98,MFG Floor,98
39238,7801L-F-27,92141A008,98,0,98,1,98,MFG Floor,98
15851,8210L-160,693063020911,98,0,98,1,98,MFG Floor,98
4445,6590-57,744227,97,0,97,1,97,MFG Floor,97
8190,7603-27,XF2M-6015-1AH,97,0,97,1,97,MFG Floor,97
4262,6590-54,ECS-160-20-5P-TR,97,0,97,1,97,MFG Floor,97
8001,7907LB-11,1-292230-2,96,0,96,1,96,MFG Floor,96
4189,6588-16,APT2012SYCK,96,0,96,1,96,MFG Floor,96
15967,8461L-55,C0603C104K5RACTU,400,305,95,1,95,MFG Floor,95
3742,7793L-104,MNR04MRAPJ330,95,0,95,1,95,MFG Floor,95
23599,7754L-75,UWT1V101MCL1GS,95,0,95,1,95,MFG Floor,95
9501,5477-22,CMF554K7500FHEB,95,0,95,1,95,2203303,0
6261,8038-115,RC0603FR-0751KL,95,0,95,1,95,MFG Floor,95
24349,7183L-8,AS5040-ASST,95,0,95,1,95,MFG Floor,95
19935,7331M-22,10118194-0001LF,95,0,95,1,95,MFG Floor,95
10763,4187-15,A202210,95,0,95,1,95,MFG Floor,95
40053,8771L-10,1658621-4,95,0,95,1,95,MFG Floor,95
26444,7747-15,150141YS73100,95,0,95,1,95,MFG Floor,95
42156,8779L-5,1586315-1,94,0,94,1,94,MFG Floor,94
33041,7584-101,USB2514B-AEZC,94,0,94,1,94,MFG Floor,94
15564,8245L-340,ERJ-2GEJ133X,94,0,94,1,94,MFG Floor,94
7246,8142M-210,CRCW040280K6FKED,93,0,93,1,93,MFG Floor,93
41341,8128L-5,A-HDF44PP/Z,92,0,92,1,92,MFG Floor,92
3142,7694L-7,PDS560-13,92,0,92,1,92,MFG Floor,92
2756,7958-11,RC0603FR-071KL,92,0,92,1,92,MFG Floor,92
6208,7944-7,EEE-FK1V331GP,92,0,92,1,92,MFG Floor,92
5760,8080L-435,CRCW06031K50FKEA,92,0,92,1,92,MFG Floor,92
1992,7848-33,2N7002TA,91,0,91,1,91,MFG Floor,91
6917,8095-20,C0805C104K5RACTU,91,0,91,1,91,MFG Floor,91
37566,7946L-80,ES3D,91,0,91,1,91,1502101,0
11822,8146-7,GRM31CR61E226KE15L,90,0,90,1,90,MFG Floor,90
13467,8167M-185,LTST-C193TBKT-5A,180,90,90,1,90,1503008,0
11575,8314-260,CRCW040222K0FKED,90,0,90,1,90,MFG Floor,90
20300,8037-140,PE2512FKE070R1L,90,0,90,1,90,MFG Floor,90
20226,6753L-29,SRV05-4HTG,90,0,90,1,90,MFG Floor,90
4860,6753L-42,1210L020WR,90,0,90,1,90,MFG Floor,90
4905,6588-66,ILD206T,90,0,90,1,90,MFG Floor,90
37383,7355-40,1N4148,90,0,90,1,90,MFG Floor,90
33233,7944L-1-65,CL10C330JB8NNNC,90,0,90,1,90,1403007,90
22763,8080L-1-143,S3B-XH-SM4-TBLFSN,90,0,90,1,90,MFG Floor,90
28346,7944L-1-165,NDS7002A,90,0,90,1,90,MFG Floor,90
15619,8245L-85,CGA2B2C0G1H101J050BA,180,90,90,1,90,MFG Floor,90
15594,7584-53,CRGCQ0402J2K2,90,0,90,1,90,MFG Floor,90
25653,6948L-10,08055C104KAT2A,90,0,90,1,90,MFG Floor,90
3595,7249-28,ACM9070-701-2PL-TL01,90,0,90,1,90,MFG Floor,90
33445,8500-415,LTC2400CS8#PBF,90,0,90,1,90,MFG Floor,90
38191,6779ML-22,TAP105K035SCS,90,0,90,1,140,1501502,0
37844,8003-14,MFR-25FBF52-10K,90,0,90,1,90,MFG Floor,90
38829,7946L-115,292304-1,90,0,90,1,90,1502202,0
16457,8037-115,APD3224SGC-F01,90,0,90,1,90,MFG Floor,90
6604,6458-11,CP2102-GM,90,0,90,1,90,MFG Floor,90
37936,1557-1-3,C317C104M5U5TA7301,90,0,90,1,90,MFG Floor,90
7200,6753-11,T491C106K020AT,89,0,89,1,89,MFG Floor,89
6102,8258L-180,ERJ-2GE0R00X,89,0,89,1,89,MFG Floor,89
17574,6519L-2-6,UWX1V100MCL1GB,89,0,89,1,89,MFG Floor,89
17299,7595-60,CG0603MLU-05E,88,0,88,1,88,MFG Floor,88
32091,8520l-155,2199230-4,87,0,87,1,87,MFG Floor,87
16673,8223L-35,BLM18KG601SN1D,87,0,87,1,87,MFG Floor,87
17687,8245L-255,RMCF0402FT221K,174,87,87,1,87,MFG Floor,87
12223,8314-240,CSRN2010FKR300,86,0,86,1,86,1301407,86
38020,7396-315,91772A110,170,85,85,1,85,2204102,0
4900,8183L-205,CRCW040247K0FKED,85,0,85,1,85,MFG Floor,85
7219,8210-35,UWT1A102MNL1GS,85,0,85,1,85,MFG Floor,85
37610,7396-390,RNF14FTD1M00,85,0,85,1,85,MFG Floor,85
8013,8112-450,RNCP1206FTD10R0,85,0,85,1,85,MFG Floor,85
20151,7144l-115,ERJ-3EKF1003V,85,0,85,1,85,MFG Floor,85
39565,8736l-10,P10-10R-D,300,215,85,1,85,MFG Floor,85
38825,7946l-290,TPS54283PWPR,170,85,85,1,85,1502302,0
41859,6779ML-25,S682M43Z5UN63L0R,85,0,85,1,85,MFG Floor,85
11306,ACI-4514,RMCF0805FT4K99,170,85,85,1,85,1503001,0
2913,8055-10,UMK105BJ224KV-F,85,0,85,1,85,1403014,0
11302,ACI-4515,RMCF0805FT249K,170,85,85,1,85,1406702,0
12585,6463-125,ERJ-3EKF1002V,85,0,85,1,85,MFG Floor,85
19637,6753L-4,CGJ4J2X7R1H334K125AA,85,0,85,1,85,MFG Floor,85
8201,7762-4,ERJ-P08F2700V,85,0,85,1,85,MFG Floor,85
17520,7694L-1,C0603C104J5RACTU,85,0,85,1,85,MFG Floor,85
18741,8173-1-20,08055C334K4Z2A,84,0,84,1,84,1403011,84
36964,6779ML-7,TAP105K025SRW,84,0,84,1,84,MFG Floor,84
3588,6901-27,CRCW120610K0FKEA,84,0,84,1,90,MFG Floor,90
38148,7394-155,CD4068BE,83,0,83,1,83,MFG Floor,83
4134,7747-10,150141VS73100,83,0,83,1,83,MFG Floor,83
26443,7747-10,150141VS73100,82,0,82,1,82,MFG Floor,82
2591,7839L-92,5016,82,0,82,1,82,MFG Floor,82
39845,8730l-10,1658621-4,82,0,82,1,82,MFG Floor,82
4564,6252-65,ADM803TAKSZ-REEL7,82,0,82,1,82,MFG Floor,82
15288,8245L-240,CRGCQ0402J1M0,82,0,82,1,82,MFG Floor,82
3586,8002m-40,CM1214A-01SO,80,0,80,2,80,1401106,0
12535,ACI-7000,CF1/4C162J,160,80,80,1,80,2104501,0
13396,8080L-1-250,TPD2E007DCKR,80,0,80,1,80,MFG Floor,80
17588,ACI-10439,CHP2512-JW-103ELF,80,0,80,1,84,1604003,0
11701,8123M-35,12061C104KAT2A,80,0,80,1,80,MFG Floor,80
3383,8778L-55,BLM18AG601SN1D,80,0,80,1,80,MFG Floor,80
13897,8488l-200,BSS138,160,80,80,1,80,1603004,0
29153,8766L-5,08055C104KAT2A,120,40,80,2,80,2102402,0
6784,8112-465,CRCW040210K0FKED,80,0,80,1,80,MFG Floor,80
28257,8384L-105,C0603C470J5RAC7867,80,0,80,1,80,1603006,80
2415,6209-92,ERJ-8GEYJ562V,80,0,80,1,80,MFG Floor,80
6192,8037-110,RC0603FR-0734K8L,80,0,80,1,80,MFG Floor,80
8258,6970-G1-13,FCX558TA,80,0,80,1,80,MFG Floor,80
18330,7915-12,ERJ-3EKF1002V,80,0,80,1,80,MFG Floor,80
16574,6753L-84,LP2980IM5-ADJ/NOPB,80,0,80,1,80,MFG Floor,80
33456,8500-470,SM95-3251AH-60.000MHZ,130,50,80,1,80,1506403,0
19109,8242M-395,RC0603FR-073K3L,160,80,80,1,80,1504002,0
6182,8002M-135,RC0603FR-073K32L,160,80,80,1,80,MFG Floor,0
2636,6590-2,T495X336K035ATE250,80,0,80,1,80,MFG Floor,80
31395,8582ML-365,2N7002-7-F,80,0,80,1,80,MFG Floor,80
4556,6588-48,ERJ-6GEY0R00V,80,0,80,1,80,MFG Floor,80
4669,8766L-30,2N7002-7-F,80,0,80,1,80,MFG Floor,80
2979,6970-G1-7,S5MC-13-F,80,0,80,1,80,MFG Floor,80
23155,8080L-1-25,GCM188R71H683KA57D,80,0,80,1,80,MFG Floor,80
30738,8119L-10,06033C104KAT2A,80,0,80,1,80,MFG Floor,80
37107,8803L-10,39-01-2025,160,80,80,1,80,2204103,0
36431,7946L-240,TPD2E001DZDR,160,80,80,1,80,1502301,0
8752,8098-1-120,MF1/4DCT52R4701F,80,0,80,1,80,MFG Floor,80
22935,6753L-3,TMK212BJ475KG-T,80,0,80,1,80,MFG Floor,80
36424,7946L-30,C1206C475K5PACTU,80,0,80,1,80,1502101,0
21420,7688-11,C0805C106M4PACTU,80,0,80,1,80,MFG Floor,80
7641,8112-155,"TBAT54S,LM",80,0,80,1,80,MFG Floor,80
35853,8515LF-250,MMBTA06LT1G,80,0,80,1,80,MFG Floor,80
14559,8256L-25,GRM155R61A225KE95D,80,0,80,1,80,MFG Floor,80
3466,7860-23,SML-LX23YC-TR,80,0,80,1,80,MFG Floor,80
11838,8447L-180,ERJ-6ENF4021V,80,0,80,1,80,MFG Floor,0
23153,8080L-1-10,C0603C332K5RACTU,80,0,80,1,80,MFG Floor,80
36154,8500-30,GRM32ER71A476KE15L,80,0,80,1,80,MFG Floor,80
7807,8141M-255,ERJ-3EKF4701V,79,0,79,1,79,MFG Floor,79
40055,8771L-15,499252-2,79,0,79,1,79,MFG Floor,79
14593,8037-120,0ZCG0260AF2B,78,0,78,1,78,MFG Floor,78
3134,7584-15,C0805C104K5RACTU,78,0,78,1,78,MFG Floor,78
7652,7207M-1-1,M95256-WMN6TP,77,0,77,1,77,MFG Floor,77
26469,8439l-85,C0603C225K8RACTU,77,0,77,1,77,MFG Floor,77
16950,8249L-20,CL10A475KP8NNNC,77,0,77,1,77,MFG Floor,77
11596,8582ML-465,CRCW040210K0FKED,77,0,77,1,77,MFG Floor,77
13684,8532l-195,ERJ-3EKF4701V,75,0,75,1,75,MFG Floor,75
3997,7957ML-24,ERJ-1GNF1000C,75,0,75,1,75,MFG Floor,75
6276,7144L-16,1206L075THYR,75,0,75,1,75,MFG Floor,75
33098,6519L-1,CFAH2002A-NGG-JT,75,0,75,1,75,MFG Floor,75
30182,7946L-80,ES3D,150,75,75,1,75,1502101,0
37709,7946L-260,MIC2026-1YM,150,75,75,1,75,1502301,0
17259,8311M-4-5,XPEBRD-L1-0000-00901,75,0,75,1,75,MFG Floor,75
7674,7603-22,IRLML6302TRPBF,75,0,75,1,75,MFG Floor,75
9628,4187-16,3101.0045,75,0,75,1,75,MFG Floor,75
27973,8515l-1-160,SM4002PL-TP,75,0,75,1,75,MFG Floor,75
22979,8440l-70,CRCW080510K0FKEA,150,75,75,1,75,1605002,0
7685,6796-65,MMSZ15T1G,75,0,75,1,75,MFG Floor,75
9629,4187-16,3101.0045,75,0,75,1,75,MFG Floor,75
34338,8764L-435,RC1210FR-0720KL,75,0,75,1,75,MFG Floor,75
27947,7758-218,ESR18EZPJ222,75,0,75,1,75,MFG Floor,0
26421,8439l-60,C0402C821K5GAC7867,148,74,74,1,74,1503002,0
32957,6758-40,SML-LX23IC-TR,74,0,74,1,74,MFG Floor,74
26425,8439l-80,C2012X7R1A475K125AC,148,74,74,1,74,1301507,0
6097,8258L-115,RC0402FR-07100KL,74,0,74,1,74,MFG Floor,74
12634,6588-19,BZX84C2V7LT1G,74,0,74,1,74,MFG Floor,74
6176,7880-1,C0603C104K5RACTU,74,0,74,1,74,MFG Floor,74
13799,8314-80,B1100-13-F,72,0,72,1,72,MFG Floor,72
1478,8091L-50,C0603C101J5GACTU,72,0,72,1,72,MFG Floor,72
3845,7993M-78,CRCW12063K01FKEA,72,0,72,1,72,MFG Floor,72
42958,7396-225,1N4148,72,0,72,1,72,MFG Floor,72
24564,8730L-10,1658621-4,95,23,72,1,72,MFG Floor,72
21748,ACI-4647,C0603C105K3RAC7411,144,72,72,1,72,1403004,0
19139,8349M-370,RNCP0805FTD499R,72,0,72,1,72,MFG Floor,72
5894,6590-43,AMIS42665TJAA1RG,72,0,72,1,72,MFG Floor,72
26404,8439l-195,RC0402FR-0749K9L,144,72,72,1,72,1503001,0
11848,8095-275,RS1G-13-F,71,0,71,1,71,MFG Floor,71
33442,8500-395,VOD3120AB-T,110,40,70,1,70,1506403,0
33455,8500-435,HCPL-2430-500E,70,0,70,1,90,MFG Floor,90
4329,6590-41,BTS4140N,70,0,70,1,70,MFG Floor,70
16770,6758-60,B140-13-F,70,0,70,1,70,MFG Floor,70
16622,8245L-25,GRM188R61A106KE69D,70,0,70,1,70,MFG Floor,70
4413,7584-54,ERJ-2RKF1001X,70,0,70,1,70,MFG Floor,70
37768,6779ML-64,MF1/4DCT52R5601F,70,0,70,1,125,1501504,0
4439,8071-19,RG2012P-102-B-T5,70,0,70,1,70,MFG Floor,70
9027,8098-1-55,1N4005-TP,2070,2000,70,1,70,1504004,0
2462,6932L-3,SML-LXT0805GW-TR,70,0,70,1,70,MFG Floor,70
32433,7944L-165,NDS7002A,70,0,70,1,70,MFG Floor,70
16505,8245L-95,CGA2B1X7R1E473K050BC,140,70,70,1,70,MFG Floor,70
12209,6163L-9,GRM21BR61E106KA73L,70,0,70,1,70,MFG Floor,70
19675,6753L-8,500R15W102KV4T,70,0,70,1,70,MFG Floor,70
37648,7946l-285,SZNUD3124LT1G,140,70,70,1,70,1502302,0
10811,8245L-30,C2012X5R1H475K125AB,70,0,70,1,70,MFG Floor,0
39677,6779ML-105,273-1.8K-RC,70,0,70,1,300,1501601,0
6563,6753-97,SA555D,70,0,70,1,70,MFG Floor,70
28341,8525ML-1-170,06036D106MAT2A,70,0,70,1,70,MFG Floor,70
43061,6779ML-81,MF1/4DCT52R6800F,70,0,70,1,119,1501601,0
13408,6588L-75,TPS73618DBVT,70,0,70,1,70,MFG Floor,70
4336,6590-42,NCP3063BDR2G,70,0,70,1,70,MFG Floor,70
23159,8080L-1-230,ERJ-3EKF1602V,70,0,70,1,70,MFG Floor,70
13399,8252M-3-75,B160-13-F,70,0,70,1,70,MFG Floor,70
9256,6779ML-103,MF1/4DCT52R1802F,70,0,70,1,192,1501601,0
12761,8532l-185,2N7002K-7,70,0,70,1,70,MFG Floor,70
40243,7146-1,ECQ-E2474KF,70,0,70,1,70,MFG Floor,70
19936,7331M-22,10118194-0001LF,70,0,70,1,70,MFG Floor,70
32698,6779ML-74,MF1/4DCT52R1002F,70,0,70,1,145,1501601,0
6150,7331-39,CG0603MLU-05E,70,0,70,1,70,MFG Floor,70
2145,6590-1,T491C106K020AT,70,0,70,1,70,MFG Floor,70
2875,8390L-150,T491B226K006AT,69,0,69,1,69,MFG Floor,69
31853,7754l-35,214-44-320-01-670800,68,0,68,1,68,MFG Floor,68
34521,7946l-60,RHA1C151MCN1GS,68,0,68,1,68,1502101,0
26420,8439l-200,CRCW120644R2FKEA,134,67,67,1,67,1503001,0
32539,8747L-40,BSS138,67,0,67,1,67,MFG Floor,67
15100,8266L-15,C0603C105K4PACTU,67,0,67,1,67,MFG Floor,67
18742,6771-2,TCJB106M035R0200,67,0,67,1,67,MFG Floor,67
7436,8112-465,CRCW040210K0FKED,67,0,67,1,67,MFG Floor,67
18273,8247-90,ERJ-P6WF2701V,67,0,67,1,67,MFG Floor,67
29128,8418l-90,CR1206-FX-3900ELF,66,0,66,1,66,MFG Floor,66
154,6753L-35,1N4148WS-E3-08,65,0,65,1,65,MFG Floor,65
38714,7946L-140,DS9098P-TRL+,65,0,65,1,65,1502301,0
6506,7307-28,IRLML2502TR,65,0,65,1,65,MFG Floor,65
17303,8245L-305,ERJ-2RKF60R4X,65,0,65,1,65,MFG Floor,65
40229,7146-8,3044-0-15-01-23-01-04-0,65,0,65,1,65,MFG Floor,65
19284,8399M-195,5015,65,0,65,1,65,MFG Floor,65
6526,8016L-4,MK01-H,65,0,65,1,65,MFG Floor,65
13293,8173-1-135,TSM103WIDT,65,0,65,1,65,MFG Floor,65
17466,7944L-1,EMK107B7104KA-T,65,0,65,1,65,MFG Floor,65
11253,7944L-180,ERJ-3GEYJ471V,65,0,65,1,65,MFG Floor,65
5600,6753-27,SSA24-E3/61T,65,0,65,1,65,MFG Floor,65
10027,5188-21,T356A105K035AT,65,0,65,1,65,MFG Floor,65
26413,8439l-70,C0402C560K5GAC7867,130,65,65,1,65,1503002,0
4302,6590-36,TPS73618DBVT,65,0,65,1,65,MFG Floor,65
10855,8314-190,MMBT3904-7-F,65,0,65,1,65,MFG Floor,65
37708,7946L-240,TPD2E001DZDR,115,50,65,1,65,1602203,0
5688,7686-35,BAS70-00-E3-08,65,0,65,1,65,MFG Floor,65
20313,8385L-10,UUD1A101MCL1GS,65,0,65,1,65,MFG Floor,65
4871,6225-2,SMBJ30CA,65,0,65,1,65,MFG Floor,65
12692,6753L-38,ESD112B102ELE6327XTMA1,65,0,65,1,65,MFG Floor,65
20303,8037-205,MBR0530,65,0,65,1,65,MFG Floor,65
26409,8439l-65,C0402C180K5GACTU,130,65,65,1,65,1503001,0
26423,8439l-55,C0402C390K5GAC7867,128,64,64,1,64,1301507,0
28118,8500-30,GRM32ER71A476KE15L,64,0,64,1,64,MFG Floor,64
26412,8439l-95,150060VS86000,124,62,62,1,62,1301507,0
5902,8532l-25,C0603C103J5RACTU,62,0,62,1,62,MFG Floor,62
19794,8294M-3-95,ERA-8AEB3322V,62,0,62,1,62,MFG Floor,62
19634,7759-3,150141YS73100,62,0,62,1,62,MFG Floor,62
13641,8314-100,B370-13-F,62,0,62,1,62,MFG Floor,62
28893,8525ML-1-40,C3225X7S1H106K250AB,62,0,62,1,62,MFG Floor,62
21000,8311M-3-155,TPS7A4101DGNR,60,0,60,1,60,MFG Floor,60
19123,8349M-305,ERJ-PB6D1201V,60,0,60,1,60,MFG Floor,60
10453,6540L-7,ECA-1JM220,60,0,60,1,60,MFG Floor,0
35893,6590L-A-35,"LPC2919FBD144/01/,",60,0,60,1,60,MFG Floor,60
23432,8169M-260,MMBT2222ALT1HTSA1,60,0,60,1,60,1603014,0
39145,8738l-20,1934890,60,0,60,1,60,MFG Floor,60
39153,8764l-135,C0603S103M5RACAUTO,60,0,60,1,60,MFG Floor,60
15677,8314-435,SN74LVC2G34DBVR,60,0,60,1,60,MFG Floor,60
18259,8317-95,US1J-13-F,60,0,60,1,60,MFG Floor,60
21003,8311M-3-150,LM3409HVMY/NOPB,60,0,60,1,60,MFG Floor,60
13910,8176-65,CM315D32768DZCT,60,0,60,1,60,MFG Floor,60
23154,8080L-1-235,CRCW06031K50FKEA,60,0,60,1,60,MFG Floor,60
36778,7946L-100,SSQ-105-01-L-D,60,0,60,2,120,1502201,0
39372,8740l-15,39-00-0039,76,16,60,1,60,MFG Floor,60
39159,8764L-105,C0402C105K4PAC7867,60,0,60,1,60,MFG Floor,60
4182,5189-81,ERJ-12ZQJR47U,60,0,60,1,60,MFG Floor,60
3870,6901-24,CRCW12061K62FKEA,60,0,60,1,60,MFG Floor,60
33440,8500-380,LTC1655CS8#TRPBF,60,0,60,1,60,MFG Floor,60
5391,7995-13,"BAS521,115",120,60,60,1,60,1503010,0
13830,8226-50,APL3015SURCK-F01,60,0,60,1,60,MFG Floor,60
27361,6463-75,SML-LX23YC-TR,180,120,60,1,60,1502303,0
33433,8500-325,AS78L05RTR-E1,60,0,60,1,90,MFG Floor,90
3517,7860-43,MMZ2012S102A,60,0,60,1,60,MFG Floor,60
34355,8594l-1090,RC0402JR-073R3L,60,0,60,2,60,MFG Floor,30
7917,6590-35,"LPC2919FBD144/01/,",60,0,60,1,60,MFG Floor,0
21976,7595-18,ABMM-16.000MHZ-B2-T,60,0,60,1,60,MFG Floor,60
23078,6588L-38,BC846BW-7-F,60,0,60,1,60,MFG Floor,60
15061,8243-1-15,APT2012LSECK/J4-PRV,60,0,60,1,60,MFG Floor,60
36725,6590l-a-33,BZX84C2V7LT1G,60,0,60,1,60,1401303,60
37726,7946L-310,SD12C.TCT,120,60,60,1,60,1502302,0
18343,7331-9,MF-MSMF050-2,60,0,60,1,60,MFG Floor,60
6683,7144L-17,MAX3221IPWR,68,9,59,1,59,MFG Floor,59
42947,8804L-5,1586315-1,59,0,59,1,59,MFG Floor,59
32958,6758-5,T494B105K035AT,59,0,59,1,59,MFG Floor,59
37046,8515LF-2015,728-15946,59,0,59,1,59,MFG Floor,59
10984,8080L-1-190,MINISMDC110F/16-2,59,0,59,1,59,MFG Floor,59
16509,8258L-190,ERJ-2RKF1210X,58,0,58,1,58,MFG Floor,58
42140,8725L-2,54104,500,442,58,1,58,MFG Floor,58
17995,8248-5,CS1G-E3/I,58,0,58,1,58,MFG Floor,58
7839,8176-45,CL21A475KBQNNNE,58,0,58,1,58,MFG Floor,58
20579,7331M-22,10118194-0001LF,57,0,57,1,57,MFG Floor,57
7896,6590-42,NCP3063BDR2G,57,0,57,1,57,MFG Floor,57
39147,8021M-40,640457-2,57,0,57,1,57,MFG Floor,0
7603,6163L-8,C0603C104K5RACTU,57,0,57,1,57,MFG Floor,57
39762,6590L-A-63,95584A201,127,70,57,1,57,MFG Floor,57
21989,7331M-38,MCP2120-I/SL,57,0,57,1,57,MFG Floor,57
11170,8138M-325,ERJ-6ENF1583V,57,0,57,1,57,MFG Floor,57
27660,8460L-130,SZNUP3105LT3G,56,0,56,1,56,MFG Floor,56
6005,6588-66,ILD206T,56,0,56,1,56,MFG Floor,56
12678,6948L-24,PS2505L-1-F3-A,56,0,56,1,56,MFG Floor,56
15994,8245L-195,BC856BWT1G,56,0,56,1,56,MFG Floor,56
16274,8266L-45,BLM18PG121SN1D,56,0,56,1,56,1504001,56
12666,6948L-17,FM4001-W,55,0,55,1,55,MFG Floor,55
37705,7946L-255,LM3704XCMM-308/NOPB,110,55,55,1,55,1502201,0
37977,7396-240,BC182A,55,0,55,1,55,MFG Floor,55
3867,6980-29,TCME687M006R0012,55,0,55,1,55,MFG Floor,55
9183,7394-70,MF1/4DCT52R4703F,1001,946,55,1,55,MFG Floor,55
14880,7331M-5,0805YC475KAT2A,55,0,55,1,55,MFG Floor,55
34376,8764l-115,C0402C220J5GACAUTO,55,0,55,1,55,MFG Floor,55
3433,7860-8,GRM31CR61E106KA12L,55,0,55,1,55,MFG Floor,55
15580,8258L-125,CRGCQ0402J4K7,55,0,55,1,55,MFG Floor,55
4392,6590-39,MIC2954-03WSTR,55,0,55,1,55,MFG Floor,55
19164,8257M-3-150,MMBF170,55,0,55,1,55,MFG Floor,55
3546,7860-61,RC0805FR-0713K3L,55,0,55,1,55,1504009,0
23563,8582ML-530,LVK12R020DER,55,0,55,1,55,MFG Floor,55
2269,6590-1,T491C106K020AT,55,0,55,1,55,MFG Floor,55
12166,8167M-70,EMZA250ADA471MJA0G,54,0,54,1,54,MFG Floor,54
17465,8437L-110,NDS7002A,52,0,52,1,52,MFG Floor,52
2568,8176-100,ERJ-6GEYJ102V,52,0,52,1,52,MFG Floor,52
4869,6588-17,"PESD1CAN,215",52,0,52,1,52,MFG Floor,52
13515,8167M-40,C5750X7R2A475M,104,52,52,1,52,1503008,0
16059,8245L-75,CL10A105KL8NNNC,52,0,52,1,52,MFG Floor,52
4495,6588-77,"LPC2919FBD144/01/,",52,0,52,1,52,MFG Floor,52
17125,8314-35,EMZA250ADA471MJA0G,52,0,52,1,52,MFG Floor,52
30075,7915-12,ERJ-3EKF1002V,52,0,52,1,52,MFG Floor,52
16707,8119L-60,BSS84,52,0,52,1,52,MFG Floor,52
7030,8525ML-1-215,MBRS340T3G,51,0,51,1,51,MFG Floor,51
39547,8740l-10,RBC14-14,51,0,51,1,51,MFG Floor,51
6793,8142M-175,CRCW04021K00FKED,50,0,50,1,50,MFG Floor,50
